ride_id,timestamp,hour,day_of_week,pickup_district,dropoff_district,passengers,distance_km,duration_min,fare_rub
3572,2024-01-12 10:26:48,10,Friday,Аэропорт,ТЦ-Мега,4,5.9,18,226
3573,2024-01-28 21:43:15,21,Sunday,Аэропорт,Университет,3,14.8,62,512
3574,2024-01-04 07:56:22,7,Thursday,ТЦ-Мега,Университет,1,31.7,129,1029
3575,2024-01-02 12:20:29,12,Tuesday,Вокзал,Вокзал,4,33.5,130,1087
3576,2024-12-18 13:38:12,13,Wednesday,Спальный-Север,Спальный-Север,2,28.5,126,798
3577,2024-07-08 02:17:33,2,Monday,Вокзал,ТЦ-Мега,3,10.6,36,333
3578,2024-01-29 13:57:28,13,Monday,Спальный-Север,Центр,2,20.8,48,625
3579,2024-07-21 09:43:16,9,Sunday,Промзона,Вокзал,1,15.0,48,426
3580,2024-01-18 07:19:04,7,Thursday,Спальный-Юг,Центр,3,30.1,107,695
3581,2024-11-06 07:14:12,7,Wednesday,Спальный-Север,ТЦ-Мега,2,10.7,42,390
3582,2024-01-04 18:20:30,18,Thursday,Университет,Центр,1,25.1,70,617
3583,2024-10-03 15:57:18,15,Thursday,Университет,Университет,1,5.1,20,215
3584,2024-03-16 16:06:50,16,Saturday,Университет,Центр,1,16.7,67,559
3585,2024-06-23 19:45:44,19,Sunday,Спальный-Север,Спальный-Север,4,30.7,69,882
3586,2024-11-24 07:53:54,7,Sunday,ТЦ-Мега,Университет,3,19.3,55,463
3587,2024-11-05 05:06:31,5,Tuesday,Спальный-Север,Центр,1,33.4,81,893
3588,2024-12-17 22:22:46,22,Tuesday,ТЦ-Мега,Спальный-Север,2,13.3,54,379
3589,2024-02-07 17:31:37,17,Wednesday,Университет,Центр,3,8.2,34,290
3590,2024-01-23 17:24:22,17,Tuesday,Промзона,Аэропорт,3,24.9,99,671
3591,2024-07-07 15:29:01,15,Sunday,Промзона,Центр,3,23.6,97,811
3592,2024-01-07 11:30:34,11,Sunday,Аэропорт,Университет,1,30.9,82,680
3593,2024-03-22 15:26:01,15,Friday,ТЦ-Мега,Вокзал,1,26.8,119,882
3594,2024-09-19 15:55:55,15,Thursday,Спальный-Север,ТЦ-Мега,1,1.7,4,145
3595,2024-02-04 15:37:17,15,Sunday,Университет,Центр,1,29.7,54,729
3596,2024-03-10 19:31:44,19,Sunday,Университет,Университет,4,14.8,33,347
3597,2024-01-26 19:05:17,19,Friday,Аэропорт,Вокзал,1,23.8,73,698
3598,2024-08-06 15:41:41,15,Tuesday,ТЦ-Мега,Центр,4,27.3,93,723
3599,2024-11-21 12:20:38,12,Thursday,Вокзал,Аэропорт,2,13.3,49,432
3600,2024-03-02 05:13:23,5,Saturday,Университет,Спальный-Юг,2,14.6,60,502
3601,2024-01-25 10:31:22,10,Thursday,ТЦ-Мега,Университет,2,4.6,14,195
3602,2024-03-02 11:35:08,11,Saturday,Университет,Спальный-Юг,4,25.8,81,700
3603,2024-05-02 13:23:55,13,Thursday,Промзона,Спальный-Юг,2,34.5,149,1042
3604,2024-07-09 14:24:38,14,Tuesday,Промзона,Аэропорт,1,20.7,64,502
3605,2024-11-09 19:12:03,19,Saturday,Вокзал,Аэропорт,4,24.7,104,710
3606,2024-02-27 18:36:05,18,Tuesday,Спальный-Север,Промзона,2,20.3,89,638
3607,2024-04-18 17:40:04,17,Thursday,Центр,Промзона,4,9.3,31,325
3608,2024-09-20 14:51:47,14,Friday,Промзона,Промзона,2,25.6,79,625
3609,2024-03-28 12:03:08,12,Thursday,Университет,Спальный-Юг,4,21.3,54,581
3610,2024-02-28 13:11:35,13,Wednesday,Спальный-Север,Спальный-Юг,3,6.4,22,263
3611,2024-04-28 07:36:10,7,Sunday,Университет,Университет,4,28.2,61,623
3612,2024-01-05 10:50:15,10,Friday,Университет,Промзона,1,20.3,52,594
3613,2024-09-03 10:44:42,10,Tuesday,Вокзал,Университет,3,17.8,55,574
3614,2024-03-05 08:42:19,8,Tuesday,Спальный-Север,Вокзал,1,8.2,29,273
3615,2024-09-10 17:22:02,17,Tuesday,Аэропорт,Центр,3,30.1,66,885
3616,2024-04-06 14:24:37,14,Saturday,ТЦ-Мега,Аэропорт,3,24.9,70,699
3617,2024-10-22 08:06:26,8,Tuesday,Центр,Промзона,3,19.2,81,644
3618,2024-10-20 02:48:17,2,Sunday,Спальный-Юг,Спальный-Юг,1,8.7,37,334
3619,2024-02-04 06:01:19,6,Sunday,Университет,Спальный-Юг,2,6.0,19,255
3620,2024-10-26 10:09:07,10,Saturday,Вокзал,ТЦ-Мега,1,32.3,58,878
3621,2024-03-20 08:48:54,8,Wednesday,Промзона,Спальный-Север,3,30.3,102,780
3622,2024-11-20 18:04:06,18,Wednesday,Спальный-Север,Спальный-Юг,4,4.0,15,180
3623,2024-01-28 11:41:05,11,Sunday,Аэропорт,ТЦ-Мега,2,30.6,124,803
3624,2024-06-20 09:58:20,9,Thursday,Аэропорт,Вокзал,2,10.7,48,325
3625,2024-05-08 10:50:24,10,Wednesday,Спальный-Север,Спальный-Юг,1,22.2,82,562
3626,2024-02-12 13:48:28,13,Monday,ТЦ-Мега,Центр,3,9.4,24,287
3627,2024-05-12 19:30:43,19,Sunday,Спальный-Север,Вокзал,1,2.7,10,164
3628,2024-07-02 12:06:25,12,Tuesday,Вокзал,Аэропорт,1,7.5,16,241
3629,2024-03-25 20:18:40,20,Monday,Центр,Промзона,4,4.6,12,182
3630,2024-02-13 09:33:46,9,Tuesday,Спальный-Север,Спальный-Север,4,33.4,90,721
3631,2024-01-07 11:08:33,11,Sunday,Вокзал,Промзона,4,12.6,55,462
3632,2024-06-12 17:35:07,17,Wednesday,Университет,Аэропорт,1,15.9,55,507
3633,2024-03-31 17:47:51,17,Sunday,Вокзал,Вокзал,3,11.3,26,297
3634,2024-10-25 08:58:38,8,Friday,Центр,Вокзал,2,10.2,21,276
3635,2024-07-04 19:44:45,19,Thursday,Вокзал,Спальный-Юг,2,14.5,49,399
3636,2024-03-19 12:00:57,12,Tuesday,Вокзал,Университет,3,5.1,11,219
3637,2024-03-18 20:03:39,20,Monday,ТЦ-Мега,ТЦ-Мега,4,31.7,112,927
3638,2024-06-01 11:34:04,11,Saturday,Вокзал,Спальный-Север,4,24.5,54,548
3639,2024-12-08 13:20:38,13,Sunday,Спальный-Юг,Вокзал,3,33.4,142,889
3640,2024-03-17 08:46:07,8,Sunday,Спальный-Север,Центр,3,20.0,37,433
3641,2024-04-21 20:06:22,20,Sunday,Спальный-Север,Спальный-Юг,2,14.7,61,511
3642,2024-01-07 14:46:08,14,Sunday,Спальный-Юг,ТЦ-Мега,2,6.0,23,262
3643,2024-09-01 21:53:05,21,Sunday,Аэропорт,Промзона,2,22.4,101,606
3644,2024-05-09 21:10:15,21,Thursday,Университет,Университет,4,19.3,58,455
3645,2024-03-09 04:39:58,4,Saturday,Университет,ТЦ-Мега,4,25.9,92,759
3646,2024-06-03 20:03:34,20,Monday,Аэропорт,Вокзал,1,24.8,105,731
3647,2024-06-22 12:11:50,12,Saturday,Спальный-Север,Центр,3,10.9,40,313
3648,2024-01-10 19:44:43,19,Wednesday,Университет,Аэропорт,3,28.7,110,870
3649,2024-03-11 18:22:17,18,Monday,ТЦ-Мега,Спальный-Север,2,7.2,20,290
3650,2024-08-10 13:48:46,13,Saturday,Промзона,Аэропорт,2,33.4,124,827
3651,2024-02-22 15:51:35,15,Thursday,ТЦ-Мега,Спальный-Север,2,6.8,29,279
3652,2024-08-23 18:35:41,18,Friday,Центр,Спальный-Юг,2,15.5,29,481
3653,2024-04-28 17:22:57,17,Sunday,Промзона,Спальный-Север,1,32.1,125,809
3654,2024-08-06 19:43:37,19,Tuesday,Промзона,Спальный-Север,3,21.2,77,646
3655,2024-01-30 17:22:00,17,Tuesday,Центр,Университет,4,28.7,128,986
3656,2024-10-12 11:35:58,11,Saturday,ТЦ-Мега,Спальный-Север,3,27.3,71,647
3657,2024-09-15 13:26:45,13,Sunday,Центр,Промзона,3,33.6,72,671
3658,2024-05-11 06:35:17,6,Saturday,Промзона,Промзона,3,26.2,67,593
3659,2024-04-06 07:45:02,7,Saturday,Вокзал,ТЦ-Мега,2,26.2,90,686
3660,2024-06-30 17:07:58,17,Sunday,ТЦ-Мега,Университет,3,26.4,113,669
3661,2024-12-10 10:14:55,10,Tuesday,Промзона,Центр,3,28.4,84,723
3662,2024-05-08 18:04:31,18,Wednesday,Аэропорт,Спальный-Север,3,9.1,38,368
3663,2024-12-25 07:31:53,7,Wednesday,Центр,Спальный-Север,2,18.1,72,618
3664,2024-10-06 08:07:08,8,Sunday,Спальный-Север,Промзона,3,18.5,55,596
3665,2024-12-15 17:54:47,17,Sunday,Вокзал,Аэропорт,4,11.9,26,393
3666,2024-10-24 18:27:15,18,Thursday,Вокзал,Вокзал,3,26.8,84,808
3667,2024-04-15 16:15:06,16,Monday,Аэропорт,Спальный-Север,1,31.5,141,919
3668,2024-06-20 19:50:37,19,Thursday,Спальный-Север,Вокзал,1,31.2,113,709
3669,2024-08-01 09:19:35,9,Thursday,Центр,Аэропорт,1,33.4,125,977
3670,2024-06-04 13:04:45,13,Tuesday,Аэропорт,Спальный-Юг,4,9.6,31,320
3671,2024-11-20 06:35:30,6,Wednesday,Аэропорт,Вокзал,3,19.1,67,584
3672,2024-10-20 15:30:55,15,Sunday,Центр,Спальный-Юг,2,32.1,59,817
3673,2024-12-06 16:31:16,16,Friday,Вокзал,Центр,4,8.2,19,261
3674,2024-01-24 11:51:01,11,Wednesday,Спальный-Юг,Вокзал,2,11.0,32,303
3675,2024-06-21 07:23:21,7,Friday,Центр,Университет,2,33.6,102,809
3676,2024-03-06 17:43:14,17,Wednesday,Университет,Аэропорт,1,21.3,59,634
3677,2024-02-09 13:45:33,13,Friday,Университет,Университет,4,28.2,96,844
3678,2024-08-12 12:58:23,12,Monday,Вокзал,Аэропорт,2,30.4,73,757
3679,2024-02-13 16:34:36,16,Tuesday,Аэропорт,Центр,3,8.6,26,310
3680,2024-04-25 13:02:17,13,Thursday,ТЦ-Мега,Вокзал,4,13.3,45,392
3681,2024-04-24 19:17:07,19,Wednesday,ТЦ-Мега,Спальный-Юг,1,19.3,82,502
3682,2024-11-20 09:50:06,9,Wednesday,Промзона,Спальный-Север,1,12.8,40,374
3683,2024-10-03 18:40:20,18,Thursday,Промзона,Спальный-Юг,3,9.1,26,274
3684,2024-04-30 16:37:11,16,Tuesday,Центр,ТЦ-Мега,2,16.2,59,464
3685,2024-08-03 14:57:29,14,Saturday,Вокзал,Промзона,2,1.3,6,137
3686,2024-12-02 13:17:11,13,Monday,Промзона,Промзона,2,2.9,12,169
3687,2024-05-16 17:18:59,17,Thursday,ТЦ-Мега,Университет,4,26.8,51,727
3688,2024-09-14 17:55:33,17,Saturday,Аэропорт,Аэропорт,1,19.3,77,665
3689,2024-01-17 18:47:02,18,Wednesday,Спальный-Юг,Центр,3,16.5,36,480
3690,2024-02-04 13:07:50,13,Sunday,Промзона,Университет,1,6.9,20,270
3691,2024-05-23 20:06:56,20,Thursday,ТЦ-Мега,ТЦ-Мега,4,1.8,7,141
3692,2024-08-02 06:16:17,6,Friday,Спальный-Юг,Университет,1,6.1,18,256
3693,2024-10-15 17:35:26,17,Tuesday,Вокзал,Университет,4,17.0,36,379
3694,2024-04-28 18:15:10,18,Sunday,Спальный-Юг,Спальный-Север,1,12.1,47,423
3695,2024-03-09 13:19:53,13,Saturday,Университет,Спальный-Юг,1,13.8,41,421
3696,2024-11-23 18:49:03,18,Saturday,Вокзал,Университет,4,9.9,43,356
3697,2024-09-13 16:59:37,16,Friday,Аэропорт,Спальный-Юг,4,20.5,51,621
3698,2024-09-27 03:07:06,3,Friday,ТЦ-Мега,Спальный-Юг,2,32.6,119,748
3699,2024-02-12 07:52:16,7,Monday,Вокзал,Вокзал,2,32.4,119,991
3700,2024-10-31 13:05:57,13,Thursday,Спальный-Север,Университет,3,28.8,56,628
3701,2024-03-20 08:22:56,8,Wednesday,Промзона,Спальный-Север,4,14.0,51,411
3702,2024-02-16 07:56:41,7,Friday,Промзона,Спальный-Юг,1,23.8,56,515
3703,2024-02-28 16:37:53,16,Wednesday,ТЦ-Мега,Центр,4,32.3,60,652
3704,2024-07-24 07:41:37,7,Wednesday,Аэропорт,Аэропорт,1,7.9,31,285
3705,2024-06-07 22:16:10,22,Friday,Спальный-Север,Промзона,2,23.0,68,725
3706,2024-12-08 15:08:20,15,Sunday,Вокзал,Промзона,3,27.3,58,771
3707,2024-03-13 09:26:50,9,Wednesday,Промзона,Промзона,2,24.9,81,773
3708,2024-06-11 12:34:09,12,Tuesday,Промзона,Центр,1,14.7,32,435
3709,2024-11-09 09:37:52,9,Saturday,Спальный-Север,Аэропорт,2,30.0,79,627
3710,2024-07-08 10:37:14,10,Monday,Промзона,Аэропорт,1,29.1,93,837
3711,2024-09-10 10:20:02,10,Tuesday,Университет,Спальный-Север,3,30.7,115,855
3712,2024-05-30 09:58:08,9,Thursday,Университет,Университет,4,13.2,34,419
3713,2024-05-20 09:36:24,9,Monday,ТЦ-Мега,Спальный-Юг,1,10.0,34,291
3714,2024-01-05 05:24:36,5,Friday,Спальный-Юг,ТЦ-Мега,2,19.1,61,477
3715,2024-12-09 21:29:23,21,Monday,Спальный-Север,Промзона,3,28.4,113,808
3716,2024-07-13 17:01:37,17,Saturday,Спальный-Юг,Центр,4,4.4,9,210
3717,2024-07-03 08:16:51,8,Wednesday,Центр,Вокзал,4,34.2,129,975
3718,2024-11-10 06:54:52,6,Sunday,Университет,Центр,4,8.6,35,337
3719,2024-07-22 15:08:23,15,Monday,Университет,Спальный-Юг,2,23.7,100,609
3720,2024-07-20 07:49:03,7,Saturday,Спальный-Север,Спальный-Юг,2,8.4,24,303
3721,2024-11-01 17:32:59,17,Friday,Университет,Промзона,2,19.1,83,674
3722,2024-05-04 17:27:05,17,Saturday,ТЦ-Мега,Спальный-Юг,3,27.7,87,859
3723,2024-06-05 20:38:44,20,Wednesday,Университет,Вокзал,2,26.4,73,727
3724,2024-04-08 12:46:06,12,Monday,Аэропорт,Университет,1,17.8,74,583
3725,2024-03-08 14:54:09,14,Friday,Спальный-Север,Спальный-Север,4,32.7,84,668
3726,2024-03-07 19:30:24,19,Thursday,Центр,Спальный-Юг,1,4.5,13,217
3727,2024-07-18 09:21:42,9,Thursday,Спальный-Север,Вокзал,1,13.5,27,391
3728,2024-06-28 22:00:08,22,Friday,Аэропорт,Центр,4,25.0,99,731
3729,2024-05-29 18:43:40,18,Wednesday,Аэропорт,Университет,4,12.5,35,419
3730,2024-05-19 13:11:13,13,Sunday,Спальный-Север,Университет,2,22.2,59,543
3731,2024-03-09 18:45:28,18,Saturday,Аэропорт,Вокзал,3,18.7,45,493
3732,2024-01-07 07:08:24,7,Sunday,Спальный-Юг,Спальный-Север,3,1.0,3,120
3733,2024-12-22 21:33:24,21,Sunday,Промзона,Спальный-Север,4,33.5,112,990
3734,2024-07-01 06:30:15,6,Monday,Спальный-Север,Вокзал,4,4.8,9,184
3735,2024-12-06 08:51:36,8,Friday,Спальный-Север,Университет,4,34.6,67,865
3736,2024-04-26 19:06:08,19,Friday,Спальный-Юг,Вокзал,3,21.8,97,749
3737,2024-01-27 14:57:49,14,Saturday,Промзона,Центр,2,6.4,23,266
3738,2024-01-10 12:00:38,12,Wednesday,Университет,Вокзал,2,3.0,7,151
3739,2024-03-03 21:33:37,21,Sunday,Спальный-Север,Промзона,4,29.7,132,824
3740,2024-03-08 18:15:13,18,Friday,Университет,Промзона,1,3.6,10,186
3741,2024-08-16 13:50:39,13,Friday,Центр,ТЦ-Мега,1,2.0,5,134
3742,2024-05-24 20:04:29,20,Friday,Спальный-Юг,Вокзал,2,12.4,28,403
3743,2024-01-25 21:28:32,21,Thursday,Университет,Промзона,3,22.3,66,644
3744,2024-06-22 17:00:37,17,Saturday,Центр,Спальный-Юг,4,12.5,48,384
3745,2024-05-07 08:25:26,8,Tuesday,Аэропорт,ТЦ-Мега,3,22.1,80,553
3746,2024-03-04 07:18:49,7,Monday,Спальный-Север,Спальный-Юг,3,24.5,47,682
3747,2024-12-15 20:44:16,20,Sunday,ТЦ-Мега,Спальный-Юг,2,31.8,70,776
3748,2024-11-05 20:55:12,20,Tuesday,ТЦ-Мега,Университет,3,30.2,128,751
3749,2024-08-14 22:35:57,22,Wednesday,Промзона,Промзона,4,24.1,87,731
3750,2024-02-08 09:48:05,9,Thursday,Университет,Аэропорт,4,2.9,10,182
3751,2024-02-16 09:32:28,9,Friday,Промзона,Спальный-Север,4,22.2,79,624
3752,2024-02-07 13:10:17,13,Wednesday,Спальный-Юг,Промзона,2,20.5,86,540
3753,2024-05-12 20:15:59,20,Sunday,Спальный-Юг,Центр,4,15.9,29,419
3754,2024-04-12 16:24:22,16,Friday,ТЦ-Мега,Аэропорт,4,3.3,10,174
3755,2024-10-28 20:08:48,20,Monday,Спальный-Север,Аэропорт,4,2.7,12,177
3756,2024-06-24 21:49:31,21,Monday,Аэропорт,Вокзал,2,5.0,14,233
3757,2024-01-03 19:01:35,19,Wednesday,Промзона,Вокзал,3,27.5,83,735
3758,2024-12-27 08:19:11,8,Friday,Центр,Промзона,4,12.6,36,326
3759,2024-04-18 18:26:41,18,Thursday,Спальный-Север,Спальный-Юг,1,21.6,80,564
3760,2024-05-05 19:52:40,19,Sunday,Промзона,ТЦ-Мега,3,14.8,53,402
3761,2024-12-13 16:38:54,16,Friday,Центр,Университет,1,16.1,60,484
3762,2024-01-13 12:31:17,12,Saturday,Спальный-Север,Спальный-Север,4,32.9,68,722
3763,2024-01-27 04:50:17,4,Saturday,Университет,Спальный-Юг,3,25.9,52,740
3764,2024-10-13 08:28:05,8,Sunday,ТЦ-Мега,Спальный-Север,4,23.5,83,747
3765,2024-02-10 12:58:22,12,Saturday,Центр,Промзона,3,31.3,116,958
3766,2024-09-13 22:27:27,22,Friday,Университет,Спальный-Юг,1,5.1,11,222
3767,2024-09-07 09:32:23,9,Saturday,Университет,Аэропорт,4,31.0,108,766
3768,2024-05-12 08:43:36,8,Sunday,Спальный-Север,Аэропорт,1,6.8,24,239
3769,2024-01-13 10:00:29,10,Saturday,Аэропорт,Центр,3,24.8,53,717
3770,2024-09-18 17:16:59,17,Wednesday,Университет,Вокзал,3,27.5,81,846
3771,2024-12-07 19:17:07,19,Saturday,ТЦ-Мега,Центр,3,26.0,79,751
3772,2024-10-07 10:37:53,10,Monday,Спальный-Юг,Промзона,4,8.8,18,250
3773,2024-09-08 17:58:50,17,Sunday,ТЦ-Мега,Промзона,4,28.9,126,916
3774,2024-07-16 17:25:55,17,Tuesday,Промзона,Аэропорт,1,9.6,42,304
3775,2024-06-24 13:54:41,13,Monday,Промзона,Аэропорт,1,5.7,17,221
3776,2024-02-01 13:18:36,13,Thursday,Университет,Аэропорт,4,22.2,71,626
3777,2024-05-21 11:09:10,11,Tuesday,Промзона,Центр,4,1.2,2,127
3778,2024-03-28 20:38:52,20,Thursday,ТЦ-Мега,Спальный-Юг,1,19.2,75,525
3779,2024-09-02 06:08:19,6,Monday,Центр,Спальный-Север,2,15.1,66,444
3780,2024-02-14 18:16:15,18,Wednesday,Спальный-Север,Спальный-Север,1,2.9,6,167
3781,2024-02-25 20:58:07,20,Sunday,ТЦ-Мега,Промзона,3,28.2,89,805
3782,2024-06-14 13:21:33,13,Friday,Промзона,Аэропорт,4,17.9,50,539
3783,2024-02-08 07:17:12,7,Thursday,Университет,Спальный-Север,3,15.0,46,410
3784,2024-08-19 06:36:56,6,Monday,Вокзал,Спальный-Север,3,19.6,70,565
3785,2024-07-22 10:27:58,10,Monday,Спальный-Север,Промзона,4,22.0,97,612
3786,2024-02-04 17:29:41,17,Sunday,ТЦ-Мега,Центр,1,19.2,42,596
3787,2024-10-25 16:07:49,16,Friday,ТЦ-Мега,Спальный-Юг,4,29.0,110,705
3788,2024-03-27 12:37:12,12,Wednesday,Спальный-Юг,Аэропорт,4,14.4,60,528
3789,2024-07-04 14:53:07,14,Thursday,Университет,Центр,1,17.5,59,461
3790,2024-01-03 19:08:41,19,Wednesday,Вокзал,Центр,3,34.6,139,964
3791,2024-12-12 19:55:08,19,Thursday,Университет,Аэропорт,1,29.4,68,870
3792,2024-03-04 20:49:55,20,Monday,Спальный-Юг,Промзона,4,28.3,100,802
3793,2024-06-05 08:52:46,8,Wednesday,Вокзал,ТЦ-Мега,3,10.2,37,312
3794,2024-04-21 12:40:50,12,Sunday,Центр,Аэропорт,3,9.0,21,311
3795,2024-03-08 08:24:08,8,Friday,Спальный-Юг,Центр,2,12.0,43,341
3796,2024-09-10 06:20:20,6,Tuesday,Спальный-Юг,Вокзал,3,33.1,113,898
3797,2024-02-01 20:09:56,20,Thursday,Промзона,Центр,4,10.6,28,363
3798,2024-01-08 09:48:47,9,Monday,Аэропорт,Центр,4,21.4,81,572
3799,2024-05-15 04:17:00,4,Wednesday,Центр,Университет,4,11.3,44,333
3800,2024-10-12 07:11:15,7,Saturday,Аэропорт,Университет,4,24.0,89,624
3801,2024-04-22 16:31:27,16,Monday,Университет,Аэропорт,4,13.1,33,375
3802,2024-04-25 11:21:20,11,Thursday,Вокзал,Аэропорт,4,11.5,49,369
3803,2024-02-24 12:21:57,12,Saturday,Аэропорт,Спальный-Юг,2,24.2,81,746
3804,2024-01-27 13:53:08,13,Saturday,Вокзал,Спальный-Север,3,33.7,92,1003
3805,2024-04-23 19:40:15,19,Tuesday,Промзона,Аэропорт,3,20.4,61,563
3806,2024-08-30 19:12:13,19,Friday,Аэропорт,Центр,2,25.0,101,619
3807,2024-02-27 12:44:38,12,Tuesday,Спальный-Север,Промзона,3,4.7,21,215
3808,2024-02-14 13:18:51,13,Wednesday,Аэропорт,Аэропорт,1,7.1,28,248
3809,2024-12-27 19:25:54,19,Friday,Центр,Центр,3,23.2,84,685
3810,2024-04-07 19:25:16,19,Sunday,Спальный-Север,Аэропорт,4,30.8,88,735
3811,2024-05-09 15:09:10,15,Thursday,Центр,Университет,2,24.5,109,785
3812,2024-08-14 08:25:45,8,Wednesday,Центр,Университет,3,18.0,48,495
3813,2024-02-24 17:03:38,17,Saturday,Спальный-Север,Центр,1,32.1,74,874
3814,2024-01-23 05:57:03,5,Tuesday,Промзона,ТЦ-Мега,4,23.6,56,725
3815,2024-06-18 21:18:25,21,Tuesday,Спальный-Юг,Университет,1,13.6,40,408
3816,2024-05-20 09:51:26,9,Monday,ТЦ-Мега,Промзона,4,22.7,54,642
3817,2024-09-27 19:18:52,19,Friday,Спальный-Север,Промзона,1,27.2,74,778
3818,2024-09-10 13:13:20,13,Tuesday,Промзона,Вокзал,4,34.1,131,1050
3819,2024-12-11 11:24:22,11,Wednesday,ТЦ-Мега,Промзона,4,24.9,83,792
3820,2024-11-23 01:58:49,1,Saturday,Промзона,Аэропорт,2,32.2,78,713
3821,2024-07-21 15:47:17,15,Sunday,Аэропорт,Аэропорт,2,18.5,65,468
3822,2024-05-15 10:21:22,10,Wednesday,Спальный-Север,Университет,2,17.3,59,489
3823,2024-07-22 08:26:02,8,Monday,Спальный-Юг,Спальный-Север,1,10.3,26,372
3824,2024-08-29 08:02:34,8,Thursday,Аэропорт,Вокзал,1,3.6,14,177
3825,2024-04-12 16:23:40,16,Friday,Спальный-Север,Аэропорт,2,26.7,71,824
3826,2024-07-08 16:02:05,16,Monday,Спальный-Юг,ТЦ-Мега,2,25.4,92,829
3827,2024-01-14 15:29:51,15,Sunday,Промзона,Спальный-Север,1,15.7,56,493
3828,2024-08-27 20:34:59,20,Tuesday,Университет,ТЦ-Мега,4,8.2,37,297
3829,2024-01-13 17:03:28,17,Saturday,ТЦ-Мега,ТЦ-Мега,3,18.2,48,487
3830,2024-04-23 17:27:59,17,Tuesday,Спальный-Юг,Спальный-Север,4,24.3,44,715
3831,2024-12-15 13:47:22,13,Sunday,Аэропорт,Промзона,4,31.8,59,704
3832,2024-09-01 08:50:11,8,Sunday,Спальный-Север,Аэропорт,3,13.8,46,475
3833,2024-03-22 12:31:15,12,Friday,ТЦ-Мега,Аэропорт,4,22.5,59,674
3834,2024-12-15 21:17:29,21,Sunday,Спальный-Юг,Спальный-Юг,4,7.0,27,286
3835,2024-02-23 12:02:22,12,Friday,ТЦ-Мега,Вокзал,1,4.4,19,217
3836,2024-09-19 22:25:10,22,Thursday,Университет,Аэропорт,3,18.1,59,572
3837,2024-11-05 22:57:16,22,Tuesday,Промзона,Вокзал,4,31.2,120,927
3838,2024-06-14 16:26:51,16,Friday,Спальный-Север,Спальный-Север,1,3.9,14,185
3839,2024-10-05 14:01:07,14,Saturday,ТЦ-Мега,Вокзал,2,14.4,55,421
3840,2024-04-14 16:31:31,16,Sunday,Центр,Вокзал,2,21.5,84,662
3841,2024-01-15 08:04:24,8,Monday,Центр,Центр,2,8.3,26,282
3842,2024-02-20 09:23:09,9,Tuesday,ТЦ-Мега,Спальный-Север,1,8.4,36,293
3843,2024-01-03 09:37:35,9,Wednesday,Спальный-Север,Вокзал,4,7.0,16,219
3844,2024-01-18 13:53:07,13,Thursday,Спальный-Север,Вокзал,4,7.2,20,228
3845,2024-06-12 13:25:57,13,Wednesday,Центр,Вокзал,1,20.6,75,499
3846,2024-07-11 21:55:21,21,Thursday,Аэропорт,Спальный-Юг,3,29.7,124,948
3847,2024-05-11 14:13:50,14,Saturday,Промзона,Вокзал,3,30.4,129,869
3848,2024-09-09 09:19:27,9,Monday,Центр,Университет,1,22.0,46,671
3849,2024-03-13 07:34:11,7,Wednesday,Спальный-Север,Центр,2,31.8,130,759
3850,2024-12-31 09:36:41,9,Tuesday,ТЦ-Мега,Центр,1,4.9,20,207
3851,2024-11-03 11:55:45,11,Sunday,Спальный-Север,Аэропорт,3,8.3,21,248
3852,2024-08-18 08:24:10,8,Sunday,Аэропорт,Вокзал,2,13.3,47,359
3853,2024-08-11 07:29:36,7,Sunday,Спальный-Север,Аэропорт,4,12.8,33,387
3854,2024-01-14 13:06:47,13,Sunday,Вокзал,ТЦ-Мега,4,26.8,77,711
3855,2024-10-01 18:26:47,18,Tuesday,Вокзал,Промзона,2,5.6,19,215
3856,2024-05-11 14:48:10,14,Saturday,Аэропорт,Центр,3,15.7,38,367
3857,2024-12-17 06:51:59,6,Tuesday,Спальный-Юг,Центр,3,33.1,78,937
3858,2024-02-09 18:38:33,18,Friday,Центр,Университет,3,10.6,21,340
3859,2024-01-02 18:33:16,18,Tuesday,Университет,Университет,1,18.1,41,452
3860,2024-09-11 08:32:16,8,Wednesday,Центр,Спальный-Север,1,15.8,54,405
3861,2024-07-20 17:17:42,17,Saturday,Спальный-Север,Промзона,3,11.0,21,377
3862,2024-01-04 17:05:31,17,Thursday,Университет,Спальный-Север,2,31.7,95,814
3863,2024-10-16 14:01:07,14,Wednesday,Центр,Промзона,1,29.8,98,724
3864,2024-03-21 07:04:52,7,Thursday,ТЦ-Мега,Центр,1,7.6,14,287
3865,2024-11-01 20:02:23,20,Friday,Вокзал,Вокзал,4,2.0,5,142
3866,2024-05-19 16:54:30,16,Sunday,ТЦ-Мега,Спальный-Юг,3,28.3,106,782
3867,2024-08-13 21:36:27,21,Tuesday,Вокзал,Аэропорт,3,32.0,106,1001
3868,2024-08-17 19:47:42,19,Saturday,Вокзал,Спальный-Север,1,21.5,57,536
3869,2024-03-04 15:06:48,15,Monday,ТЦ-Мега,Университет,4,33.3,85,972
3870,2024-08-01 13:57:04,13,Thursday,ТЦ-Мега,Центр,1,20.9,57,521
3871,2024-10-17 13:09:50,13,Thursday,Университет,Университет,1,4.2,12,188
3872,2024-03-19 07:42:13,7,Tuesday,Спальный-Север,Спальный-Юг,4,19.9,49,633
3873,2024-03-24 13:28:29,13,Sunday,Аэропорт,Центр,3,23.3,62,548
